Name,relation,type
“哈塔夫”-4弹道导弹,InstanceOf,地地导弹
"""霍特""（HOT）反坦克导弹 ",InstanceOf,地地导弹
“大地”1 导弹,InstanceOf,地地导弹
“哈塔夫”-6/“沙欣“-2弹道导弹,InstanceOf,地地导弹
“烈火”5（Agni-V ）远程弹道导弹,InstanceOf,地地导弹
“哈塔夫”-3弹道导弹,InstanceOf,地地导弹
玄武-3远程巡航导弹,InstanceOf,地地导弹
中程催格特反坦克导弹 ,InstanceOf,地地导弹
“烈火”4（Agni-IV）弹道导弹,InstanceOf,地地导弹
“烈火”2弹道导弹,InstanceOf,地地导弹
陶式反坦克导弹,InstanceOf,地地导弹
火星（Hwasong）6型弹道导弹,InstanceOf,地地导弹
SS－25战略弹道导弹,InstanceOf,地地导弹
“伊斯坎杰尔”－E战术弹道导弹,InstanceOf,地地导弹
“烈火”3地地导弹,InstanceOf,地地导弹
埃弗格姆反坦克导弹,InstanceOf,地地导弹
CKEM反坦克导弹,InstanceOf,地地导弹
FGM-148标枪导弹,InstanceOf,地地导弹
SS-24战略弹道导弹,InstanceOf,地地导弹
SS-23地地战术弹道导弹,InstanceOf,地地导弹
火星（Hwasong）5型弹道导弹,InstanceOf,地地导弹
火星（Hwasong）7型弹道导弹,InstanceOf,地地导弹
伊朗-130导弹（穆萨克-120）,InstanceOf,地地导弹
征服者-110导弹（NP-110）,InstanceOf,地地导弹
长钉反坦克导弹家族,InstanceOf,地地导弹
特里福姆反坦克导弹,InstanceOf,地地导弹
沙蛇反坦克导弹,InstanceOf,地地导弹
菊花反坦克导弹,InstanceOf,地地导弹
短号反坦克导弹,InstanceOf,地地导弹
“劳动”（Ro-dong）弹道导弹,InstanceOf,地地导弹
新87式中型马特反坦克导弹,InstanceOf,地地导弹
胜利者/征服者导弹,InstanceOf,地地导弹
“麦夫”反坦克导弹,InstanceOf,地地导弹
M11战术弹道导弹,InstanceOf,地地导弹
“V—2”弹道导弹,InstanceOf,地地导弹
日本64式“马特”反坦克导弹,InstanceOf,地地导弹
红箭9反坦克导弹,InstanceOf,地地导弹
X-7“小红帽”导弹,InstanceOf,地地导弹
Al-Raid导弹,InstanceOf,地地导弹
Sakr-80导弹,InstanceOf,地地导弹
M7战术弹道导弹,InstanceOf,地地导弹
RS-120导弹,InstanceOf,地地导弹
M9战术弹道导弹,InstanceOf,地地导弹
96式反坦克多用途导弹,InstanceOf,地地导弹
红箭73反坦克导弹,InstanceOf,地地导弹
矮脚鸡（Bantam）RB53反坦克导弹,InstanceOf,地地导弹
马尔卡拉反坦克导弹,InstanceOf,地地导弹
比尔（BILL）RBS-56反坦克导弹,InstanceOf,地地导弹
KAM-3D反坦克导弹,InstanceOf,地地导弹
旋火（Swingfire）反坦克导弹,InstanceOf,地地导弹
马索戈（Mathogo）反坦克导弹,InstanceOf,地地导弹
“掠夺者”反坦克导弹,InstanceOf,地地导弹
9M114(AS-8/AT-6/AT-9) 反坦克导弹,InstanceOf,地地导弹
褐雨燕（Swift）ZT3反坦克导弹,InstanceOf,地地导弹
猎迷（Nimrod）反坦克导弹,InstanceOf,地地导弹
M18战术弹道导弹,InstanceOf,地地导弹
“沙蛇”反坦克导弹,InstanceOf,地地导弹
北方（Nord）AS10 反坦克导弹,InstanceOf,地地导弹
巨浪-2（JL-2/CSS-N-4）潜射洲际弹道导弹,InstanceOf,舰地（潜地）导弹
UGM-27A“北极星A1”式潜射弹道导弹,InstanceOf,舰地（潜地）导弹
“标准”Ⅳ(SM-4)对陆攻击型,InstanceOf,舰地（潜地）导弹
巨浪-1（JL-1/CSS-N-3）潜射弹道导弹,InstanceOf,舰地（潜地）导弹
BGM－109C型战斧规对陆攻击导弹,InstanceOf,舰地（潜地）导弹
天狮星（SSM-N-8）巡航导弹,InstanceOf,舰地（潜地）导弹
“海神”C3 潜射弹道导弹,InstanceOf,舰地（潜地）导弹
VGM-27B“北极星”A2潜射弹道导弹,InstanceOf,舰地（潜地）导弹
VGM－27C“北极星”A3潜射弹道导弹,InstanceOf,舰地（潜地）导弹
长缨一号（CY-1）反舰反潜导弹,InstanceOf,舰地（潜地）导弹
UGM-96A“三叉戟”I(C4)潜射弹道导弹,InstanceOf,舰地（潜地）导弹
UGM-133三叉戟II（ Trident-IITrident D5）潜射弹道导弹,InstanceOf,舰地（潜地）导弹
石榴石亚声速巡航导弹,InstanceOf,舰地（潜地）导弹
海基K-15弹道导弹,InstanceOf,舰地（潜地）导弹
“大地”海军型（“丹奴什”或“长弓”）导弹,InstanceOf,舰地（潜地）导弹
SS-N-20潜基弹道导弹,InstanceOf,舰地（潜地）导弹
红旗-16(HQ-16)中程防空导弹系统,InstanceOf,地空导弹
红旗-7（FM-90/FM-80）低空防空导弹 ,InstanceOf,地空导弹
红旗-9(HQ-9)远程防空导弹系统,InstanceOf,地空导弹
“红缨”-5(HN-5)便携式防空导弹,InstanceOf,地空导弹
东风-11号（DF-11/M-11）近程地地战术导弹,InstanceOf,地空导弹
红旗-19(HQ-19)地空导弹,InstanceOf,地空导弹
飞腾-2000（FT-2000）反辐射地空导弹系统,InstanceOf,地空导弹
红旗-15(HQ-15)中远程防空导弹 ,InstanceOf,地空导弹
动能-2（DN-2）型高轨反卫星导弹,InstanceOf,地空导弹
红旗-18(HQ-18)多功能防空系统,InstanceOf,地空导弹
“轻剑”防空导弹系统 ,InstanceOf,地空导弹
萨姆-20防空导弹,InstanceOf,地空导弹
“吹管”便携式防地空导弹 ,InstanceOf,地空导弹
前卫-1(QW-1)便携式防空导弹,InstanceOf,地空导弹
标枪（Javelin）近程防空导弹,InstanceOf,地空导弹
星爆防空导弹,InstanceOf,地空导弹
红缨-6（FN-6）单兵便携式防空导弹,InstanceOf,地空导弹
前卫-1M(QW-1M)便携式防空导弹系统,InstanceOf,地空导弹
“耀星”导弹,InstanceOf,地空导弹
LG天马导弹,InstanceOf,地空导弹
红缨-5甲(HN-5A)便携式防空导弹,InstanceOf,地空导弹
前卫-18(QW-18)便携式防空导弹,InstanceOf,地空导弹
萨姆-6（SA-6）防空导弹,InstanceOf,地空导弹
箭-3式防空导弹,InstanceOf,地空导弹
2C6M“通古斯卡”（SA-19）防空导弹,InstanceOf,地空导弹
前卫-2（QW-2）单兵便携式防空导弹,InstanceOf,地空导弹
红旗-17（HQ-17）地空导弹,InstanceOf,地空导弹
前卫-11（QW-11）便携式防空导弹,InstanceOf,地空导弹
91式“凯科”地空导弹,InstanceOf,地空导弹
“天弓”I 型地空导弹,InstanceOf,地空导弹
山毛榉-M1-2（萨姆-17/SA-17）防空导弹,InstanceOf,地空导弹
红旗1号（HQ-1）中高空防空导弹 ,InstanceOf,地空导弹
9K38 Igla 针式导弹(SA-18),InstanceOf,地空导弹
前卫-lA（QW-1A)全天候防空导弹武器 ,InstanceOf,地空导弹
前卫-3（QW-3）防空导弹,InstanceOf,地空导弹
萨姆-16防空导弹,InstanceOf,地空导弹
前卫-19（QW-19）防空导弹,InstanceOf,地空导弹
罗兰特防空导弹,InstanceOf,地空导弹
MIM-104“爱国者”（Patriot）地空导弹,InstanceOf,地空导弹
箭-2（Arrow-2）防空导弹,InstanceOf,地空导弹
SAM-7“格雷尔”SA-7防空导弹,InstanceOf,地空导弹
RBS90防空导弹,InstanceOf,地空导弹
C-125“小羚羊”（SA-3“果阿”）防空导弹,InstanceOf,地空导弹
“飞蠓”80地空导弹,InstanceOf,地空导弹
捷羚式防空武器系统,InstanceOf,地空导弹
前卫-4（QW-4）防空导弹,InstanceOf,地空导弹
“天弓”Ⅱ型地空导弹,InstanceOf,地空导弹
RBS 70（瑞典语,InstanceOf,地空导弹
9K38 Igla 针式导弹(SA-N-10),InstanceOf,地空导弹
萨姆-12防空导弹,InstanceOf,地空导弹
9K37“山毛榉”（SA-11“牛虻”）防空导弹,InstanceOf,地空导弹
“红眼睛” （FIM-43）便携式防空导弹 ,InstanceOf,地空导弹
"9K33 ""黄蜂 Osa""（SA-8 ""壁虎 Gecko""）防空导弹",InstanceOf,地空导弹
日本03式（SAM-4）中程地空导弹,InstanceOf,地空导弹
M48“小槲树”导弹,InstanceOf,地空导弹
霍克(hawk）地空导弹,InstanceOf,地空导弹
“绿箭”反坦克导弹,InstanceOf,地空导弹
杰里科-3导弹,InstanceOf,地空导弹
萨姆-9防空导弹,InstanceOf,地空导弹
“杰里科”-1（Jericho-1）地空导弹 ,InstanceOf,地空导弹
萨姆-13防空导弹 ,InstanceOf,地空导弹
瀑布地空导弹,InstanceOf,地空导弹
“烈火”1地对地弹道导弹,InstanceOf,地空导弹
萨姆-15防空导弹,InstanceOf,地空导弹
龙胆草地空导弹,InstanceOf,地空导弹
萨姆-10防空导弹,InstanceOf,地空导弹
火百合地空导弹,InstanceOf,地空导弹
“莱茵女儿”地空导弹,InstanceOf,地空导弹
萨姆-14防空导弹 ,InstanceOf,地空导弹
铠甲-S1防空系统,InstanceOf,地空导弹
蝴蝶地空导弹,InstanceOf,地空导弹
AGM-130空地导弹,InstanceOf,地空导弹
93式近程地对空导弹,InstanceOf,地空导弹
萨姆-5地对空导弹,InstanceOf,地空导弹
日本81式“短萨姆”近程防空导弹,InstanceOf,地空导弹
红旗-61中低空防空导弹,InstanceOf,地空导弹
FIM-92毒刺导弹 ,InstanceOf,地空导弹
红旗-12防空导弹 ,InstanceOf,地空导弹
“陆盾”2000(LD2000)型近程防空武器系统,InstanceOf,地空导弹
红旗2号中高空防空导弹,InstanceOf,地空导弹
“阿斯派德”2000面对空导弹系统,InstanceOf,地空导弹
长剑防空导弹系统Rapier,InstanceOf,地空导弹
萨姆-1防空导弹,InstanceOf,地空导弹
红旗3号防空导弹,InstanceOf,地空导弹
雷鸟（Thunderbird）导弹地空导弹,InstanceOf,地空导弹
星光(Starstreak)便携防空导弹,InstanceOf,地空导弹
S400远程防空导弹,InstanceOf,地空导弹
X-20（AS-3）地空导弹,InstanceOf,地空导弹
猎鹰60N面空导弹,InstanceOf,舰空导弹
海红旗-9(HHQ-9)防空导弹,InstanceOf,舰空导弹
“拉姆”（RAM）防空导弹,InstanceOf,舰空导弹
RIM-66A 标准-1（SM-1）中程导弹,InstanceOf,舰空导弹
FLS-1舰载近程防空导弹系统,InstanceOf,舰空导弹
小猎犬(RIM-2)舰空导弹,InstanceOf,舰空导弹
AIM-7“海麻雀”空空导弹,InstanceOf,舰空导弹
红旗-61B防空导弹,InstanceOf,舰空导弹
RIM-66D“标准Ⅱ”舰空导弹,InstanceOf,舰空导弹
海红旗-7(HHQ-7)舰空导弹,InstanceOf,舰空导弹
FL-3000N飞弩防空导弹武器,InstanceOf,舰空导弹
“标准”Ⅲ(SM-3)反弹道导弹,InstanceOf,舰空导弹
SA-N-6“雷声”舰对空导弹,InstanceOf,舰空导弹
SA-N-5“格雷尔/圣杯”防空导弹,InstanceOf,舰空导弹
“矛”-IR舰空导弹,InstanceOf,舰空导弹
RIM-24“鞑靼人”舰空导弹,InstanceOf,舰空导弹
“刺猬”舰对空导弹,InstanceOf,舰空导弹
海猫(Sea Cat)舰空导弹,InstanceOf,舰空导弹
“紫苑”系列舰空导弹,InstanceOf,舰空导弹
SA-N-3“高脚杯”（goblet）/“风暴”（Storm）防空导弹,InstanceOf,舰空导弹
增强型海麻雀(ESSM)导弹,InstanceOf,舰空导弹
S-75德维纳河/SA-2导线舰空导弹,InstanceOf,舰空导弹
海参（Sea Slug）中程防空导弹,InstanceOf,舰空导弹
黄铜骑士舰空导弹,InstanceOf,舰空导弹
海狼（Sea-Wolf )防空导弹,InstanceOf,舰空导弹
海镖（Sea Dart）导弹,InstanceOf,舰空导弹
霹雳-4（PL-4）空空导弹,InstanceOf,空空导弹
霹雳-9（PL-9）空空导弹,InstanceOf,空空导弹
霹雳-2（PL-2）近程空对空导弹,InstanceOf,空空导弹
天燕-90(TY-90)空空导弹,InstanceOf,空空导弹
霹雳-6(PL-6)空空导弹,InstanceOf,空空导弹
R-77中距空空导弹,InstanceOf,空空导弹
霹雳-1空空导弹,InstanceOf,空空导弹
闪电-10（SD-10/PL-12）超视距空空导弹,InstanceOf,空空导弹
R-73近程空对空导弹,InstanceOf,空空导弹
火闪（Fireflash） 空空导弹,InstanceOf,空空导弹
霹雳-5(PL-5)空空导弹,InstanceOf,空空导弹
霹雳-3(PL-3)空空导弹,InstanceOf,空空导弹
K-5(AA-1)空对空导弹,InstanceOf,空空导弹
R-33(AA-9)空空导弹,InstanceOf,空空导弹
R-60(AA-8)空空导弹,InstanceOf,空空导弹
K-8(AA-3)空空导弹,InstanceOf,空空导弹
“米卡”双用途空空导弹 ,InstanceOf,空空导弹
R-23(AA-7)空空导弹,InstanceOf,空空导弹
R-3R/K-13(AA-2)空空导弹,InstanceOf,空空导弹
R-40(AA-6)空空导弹,InstanceOf,空空导弹
霹雳-8(PL-8)空空导弹,InstanceOf,空空导弹
K-9(AA-4)远距空空导弹,InstanceOf,空空导弹
R-27(AA-10)空空导弹,InstanceOf,空空导弹
霹雳-7(PL-7)空空导弹,InstanceOf,空空导弹
AIM－68“大Q”前空对空导弹,InstanceOf,空空导弹
AIM-7“麻雀”空空导弹,InstanceOf,空空导弹
AIM-9“响尾蛇”（Sidewinder）空空导弹,InstanceOf,空空导弹
马特拉(MATRA)R530 空空导弹,InstanceOf,空空导弹
IRIS-T空空导弹,InstanceOf,空空导弹
AIM-4 “猎鹰”（Falcon）空空导弹,InstanceOf,空空导弹
AAM-2空空导弹,InstanceOf,空空导弹
AAM-1空空导弹,InstanceOf,空空导弹
“天剑”Ⅱ型空空导弹,InstanceOf,空空导弹
R-4R(AA-5)导弹空空导弹,InstanceOf,空空导弹
90式（AAM-3）空空导弹,InstanceOf,空空导弹
AIR-2“妖怪”（Genie）,InstanceOf,空空导弹
04式/AAM-5空空导弹,InstanceOf,空空导弹
怪蛇-3空空导弹,InstanceOf,空空导弹
"""阿斯特拉""中程空对空导弹",InstanceOf,空空导弹
AIM-9X近距空空导弹,InstanceOf,空空导弹
蜻蜓-2空空导弹,InstanceOf,空空导弹
H-4超视距中程空空导弹,InstanceOf,空空导弹
99式/AAM-4空空导弹,InstanceOf,空空导弹
怪蛇-4空空导弹,InstanceOf,空空导弹
“弯刀”空空导弹,InstanceOf,空空导弹
ASRAAM近距格斗空空导弹,InstanceOf,空空导弹
AIM-120中程空对空导弹,InstanceOf,空空导弹
蜻蜓(Shafrir)1空空导弹,InstanceOf,空空导弹
谢夫里1空空导弹,InstanceOf,空空导弹
AIM-54“不死鸟”空对空导弹,InstanceOf,空空导弹
天空闪光（Sky Flash）空空导弹,InstanceOf,空空导弹
火光（Firestreak)空空导弹,InstanceOf,空空导弹
天剑1空对空导弹,InstanceOf,空空导弹
怪蛇-5空空导弹,InstanceOf,空空导弹
CAMM通用防空模块化导弹,InstanceOf,空空导弹
谢夫里2空空导弹 ,InstanceOf,空空导弹
X-4 (RK-344)空空导弹,InstanceOf,空空导弹
A3M超视距空空导弹,InstanceOf,空空导弹
“德比”超视距空空导弹,InstanceOf,空空导弹
R.550“魔术”红外近距格斗导弹,InstanceOf,空空导弹
GBU-10、12系列空空导弹,InstanceOf,空空导弹
流星超视距空空导弹(BVRAAM),InstanceOf,空空导弹
阿斯派德空空导弹,InstanceOf,空空导弹
云母导弹,InstanceOf,空空导弹
依尔依斯特(IRIS-T)空空导弹,InstanceOf,空空导弹
MAA-1 空空导弹,InstanceOf,空空导弹
红头（Red Top）空空导弹,InstanceOf,空空导弹
阿玛特（ARMAT）反雷达导弹,InstanceOf,空空导弹
红鸟1号(HN1)巡航导弹,InstanceOf,空地导弹
红鸟2号(HN2)巡航导弹,InstanceOf,空地导弹
红鸟2000(HN2000)巡航导弹,InstanceOf,空地导弹
CM-802AKG空对地导弹,InstanceOf,空地导弹
鹰击-63（YJ-63）型电视制导空地导弹,InstanceOf,空地导弹
猎鹰-60(LY-60)陆基、舰载中空防空导弹 ,InstanceOf,空地导弹
蓝箭-7(AKD10)机载反坦克导弹,InstanceOf,空地导弹
红鸟3号(HN3)巡航导弹,InstanceOf,空地导弹
X-15空射巡航导弹,InstanceOf,空地导弹
AKD-10反坦克导弹,InstanceOf,空地导弹
空地-63(K/AKD-63)大型空地导弹,InstanceOf,空地导弹
“空地-88”(KD-88)远程空对地导弹,InstanceOf,空地导弹
“大猎犬”战略空地巡航导弹 ,InstanceOf,空地导弹
AGM-158联合防区外空地导弹（JASSM）,InstanceOf,空地导弹
斯腊姆(SRAM)AGM－69A/B近距攻击导弹 ,InstanceOf,空地导弹
АПР-2Э航空反潜导弹,InstanceOf,空地导弹
增程型JASSM（JASSM-ER）导弹,InstanceOf,空地导弹
AGM-129 阿克姆 (Advanced Cruise Missile),InstanceOf,空地导弹
9M17反坦克导弹,InstanceOf,空地导弹
AGM-86B/C空射巡航导弹,InstanceOf,空地导弹
AR-1反坦克导弹,InstanceOf,空地导弹
BGM－109A战斧（Tomahawk）对陆核攻击型,InstanceOf,空地导弹
西北风（Mistral）便携式地空导弹,InstanceOf,空地导弹
大黄蜂(Hornet)AGM－64A空地导弹,InstanceOf,空地导弹
捕食者反坦克导弹,InstanceOf,空地导弹
哈塔夫-8“雷电”空基巡航导弹 ,InstanceOf,空地导弹
姆腊斯姆(MRASM)AGM－109中距空地导弹,InstanceOf,空地导弹
赛德阿姆(Side ARM)AGM－122A/B响尾蛇  反辐射导弹,InstanceOf,空地导弹
“黛利拉”（Delilah）巡航导弹,InstanceOf,空地导弹
“哈塔夫”-7巡航导弹,InstanceOf,空地导弹
海尔法反坦克导弹,InstanceOf,空地导弹
ASMP巡航导弹,InstanceOf,空地导弹
AJ168/AS37空舰/反雷达导弹,InstanceOf,空地导弹
毒蛇导弹,InstanceOf,空地导弹
鹌鹑 ADM-20 诱惑导弹,InstanceOf,空地导弹
硫磺石反坦克导弹 ,InstanceOf,空地导弹
“阿帕奇-C”巡航导弹 ,InstanceOf,空地导弹
3M25“陨石”超声速空射巡航导弹,InstanceOf,空地导弹
蓝箭-7空地导弹,InstanceOf,空地导弹
标准(Standard)AGM－78反辐射导弹,InstanceOf,空地导弹
哈姆(HARM)AGM－78高速反辐射导弹,InstanceOf,空地导弹
X-101/102空射亚声速战略巡航导弹,InstanceOf,空地导弹
Condor II弹道导弹,InstanceOf,空地导弹
Kh-59空地(舰)导弹,InstanceOf,空地导弹
百舌鸟(Shrike)AGM－45A/B反辐射导弹,InstanceOf,空地导弹
“V-1”空地导弹 ,InstanceOf,空地导弹
Kh-55(AS-15) 空射巡航导弹,InstanceOf,空地导弹
“巴姆斯”RBS23全天候防空导弹,InstanceOf,空地导弹
叩头虫2(Skipper)AGM－123A空地导弹,InstanceOf,空地导弹
AT-6螺旋反坦克导弹,InstanceOf,空地导弹
AT-12旋风反坦克导弹,InstanceOf,空地导弹
猎犬 AGM-28A/B 战略空地导弹,InstanceOf,空地导弹
阿拉姆(ALARM)空射反辐射导弹,InstanceOf,空地导弹
秃鹰(Condor)AGM－53A空地导弹 ,InstanceOf,空地导弹
AJ168/AS37/玛特尔空舰反雷达导弹,InstanceOf,空地导弹
小斗犬(Bullpup)AGM-12 空地导弹,InstanceOf,空地导弹
蓝剑(Blue Steel)战略空地导弹,InstanceOf,空地导弹
AGM-65“小牛”空对地战术导弹,InstanceOf,空地导弹
绿色奶酪(Green Cheese)空面导弹,InstanceOf,空地导弹
AS-6“王鱼” 导弹,InstanceOf,空地导弹
KC-1（AS-1）空航导弹,InstanceOf,空地导弹
阿巴斯（APACHE）远距空地导弹,InstanceOf,空地导弹
X-22(AS-4) 空地导弹,InstanceOf,空地导弹
阿斯姆普（ASMP）中距空地导弹,InstanceOf,空地导弹
杰索伍（JSOW）AGM-154联合防区外发射武器,InstanceOf,空地导弹
翠鸟（Martin Pescador）空地导弹,InstanceOf,空地导弹
C-25л半主动激光制导空地导弹,InstanceOf,空地导弹
K-10(AS-2)空地导弹,InstanceOf,空地导弹
北方(Nord)AS30 空地导弹,InstanceOf,空地导弹
AS30L 空地导弹,InstanceOf,空地导弹
北方(Nord)AS20 空地导弹,InstanceOf,空地导弹
X-66/23/27(AS-7) 空地导弹,InstanceOf,空地导弹
突眼（Popeye）AGM-142 空地导弹,InstanceOf,空地导弹
罗伯特RB05 空地导弹,InstanceOf,空地导弹
北方（Nord）AS11 空地导弹,InstanceOf,空地导弹
鹰击82-潜射反舰导弹(YJ-82/C-802),InstanceOf,潜舰导弹
CM-400AKG导弹,InstanceOf,空舰导弹
鹰击-81空射型导弹,InstanceOf,空舰导弹
鹰击-61(YJ-6/C-611)空舰导弹,InstanceOf,空舰导弹
91式空对舰导弹（ASM-1C）,InstanceOf,空舰导弹
天龙10B(TL-10B)空舰导弹,InstanceOf,空舰导弹
AS-15-TT反舰导弹,InstanceOf,空舰导弹
93式空对舰导弹（ASM-2）,InstanceOf,空舰导弹
C-704KD空射反舰导弹,InstanceOf,空舰导弹
Kh-59空地导弹,InstanceOf,空舰导弹
80式空舰导弹（ASM-1）,InstanceOf,空舰导弹
鹰击601（C-601）反舰导弹,InstanceOf,空舰导弹
鹰击-81（YJ-81/C－801K）空射型导弹,InstanceOf,空舰导弹
Kh-31系列空舰导弹,InstanceOf,空舰导弹
P.3T/海鹰（Sea Eagle）,InstanceOf,空舰导弹
ASM-3空舰导弹 ,InstanceOf,空舰导弹
CL-843海鸥（Sea Skua ASM）空舰导弹 ,InstanceOf,空舰导弹
“迦伯列”3空舰导弹,InstanceOf,空舰导弹
“飞鱼”空舰导弹,InstanceOf,空舰导弹
Hs293空舰导弹,InstanceOf,空舰导弹
RBS-15F“尔布斯”空舰导弹,InstanceOf,空舰导弹
X-1（Fritz X) ,InstanceOf,空舰导弹
Hs.293空舰导弹,InstanceOf,空舰导弹
Kh-29(AS-14)空地(舰)导弹,InstanceOf,空舰导弹
AS34/鸬鹚空舰导弹,InstanceOf,空舰导弹
X-41反舰导弹,InstanceOf,空舰导弹
X-31Ⅱ/X-31A(AS-12)反辐射/反舰导弹,InstanceOf,空舰导弹
罗伯特RB04（Robot RB04） 空舰导弹,InstanceOf,空舰导弹
爱吐斯（Airtos）空舰导弹,InstanceOf,空舰导弹
K-12Б 空航导弹,InstanceOf,空舰导弹
“阿斯姆”-1/80式空舰导弹,InstanceOf,空舰导弹
海鹰-4(HY-4/C-201W) 岸舰导弹,InstanceOf,岸舰导弹
尔布斯15 -3 ,InstanceOf,岸舰导弹
RBS15型反舰导弹,InstanceOf,岸舰导弹
KAM-9反坦克导弹,InstanceOf,岸舰导弹
88式岸对舰导弹（SSM-1）,InstanceOf,岸舰导弹
79式“重马特”反坦克导弹,InstanceOf,岸舰导弹
鹰击201（C-201）岸舰，舰舰导弹,InstanceOf,岸舰导弹
海鹰-2甲(HY-2A）岸舰导弹,InstanceOf,岸舰导弹
海鹰-1甲(HY-1A）岸/舰舰导弹,InstanceOf,岸舰导弹
3M54E俱乐部反舰导弹,InstanceOf,岸舰导弹
海鹰－2(HY-2/C-201)岸舰导弹,InstanceOf,岸舰导弹
鹰击301（C-301）反舰导弹,InstanceOf,舰舰导弹
海鹰-2乙（HY-2B）反舰导弹,InstanceOf,舰舰导弹
鹰击-7(YJ-1/C-701)轻型反舰导弹,InstanceOf,舰舰导弹
海鹰-1(HY-1）反舰导弹,InstanceOf,舰舰导弹
“上游”-1/“上游”-1甲舰舰导弹,InstanceOf,舰舰导弹
上游-2反舰导弹,InstanceOf,舰舰导弹
鹰击-83（YJ-83/C-803）反舰导弹,InstanceOf,舰舰导弹
海鹰－1J(HY-1J）反舰导弹,InstanceOf,舰舰导弹
海鹰-3（HY-3/C-301）反舰导弹,InstanceOf,舰舰导弹
鹰击-8A（YJ-8A/C-801）反舰导弹,InstanceOf,舰舰导弹
鹰击1(YJ-1/C-101)舰载反舰导弹,InstanceOf,舰舰导弹
“布拉莫斯”超声速反舰导弹,InstanceOf,舰舰导弹
C802A反舰导弹（鹰击82）,InstanceOf,舰舰导弹
鹰击801反舰导弹,InstanceOf,舰舰导弹
鹰击-12(YJ-12/CM-400AKG)超音速反舰导弹,InstanceOf,舰舰导弹
鹰击-91(YJ-91/C-901)高速反辐射/反舰导弹,InstanceOf,舰舰导弹
UUN-125“海长矛”潜潜导弹,InstanceOf,舰舰导弹
长剑-10/东海-10巡航导弹,InstanceOf,舰舰导弹
鹰击802（C-802）反舰导弹武器系统,InstanceOf,舰舰导弹
C-704反舰导弹 ,InstanceOf,舰舰导弹
雄风-1舰舰导弹,InstanceOf,舰舰导弹
飞鱼式反舰导弹（Exocet),InstanceOf,舰舰导弹
鹰击803反舰导弹,InstanceOf,舰舰导弹
3M-80MBE“白蛉”超音速反舰导弹 ,InstanceOf,舰舰导弹
AGM-84捕鱼叉（Harpoon）,InstanceOf,舰舰导弹
90式舰对舰导弹（SSM-1B）,InstanceOf,舰舰导弹
NSM隐形反舰导弹,InstanceOf,舰舰导弹
P-700花岗岩（Granit)（SS-N-19）反舰导弹,InstanceOf,舰舰导弹
“天王星”反舰导弹,InstanceOf,舰舰导弹
意大利“火星”反舰导弹,InstanceOf,舰舰导弹
特塞奥（Teseo ）舰舰导弹,InstanceOf,舰舰导弹
3M54 俱乐部（SS-N-27炎热）,InstanceOf,舰舰导弹
奥托马特导弹,InstanceOf,舰舰导弹
BGM-109B战斧反舰导弹,InstanceOf,舰舰导弹
企鹅反舰导弹,InstanceOf,舰舰导弹
P-800“红宝石”（SS-N-26）反舰导弹 ,InstanceOf,舰舰导弹
Х-35(AS-17)反舰导弹,InstanceOf,舰舰导弹
奥托马特反舰导弹,InstanceOf,舰舰导弹
"RUR-5A""阿斯洛克""舰潜导弹",InstanceOf,舰舰导弹
“红鲨鱼”反潜导弹,InstanceOf,舰舰导弹
雄风-3反舰导弹,InstanceOf,舰舰导弹
雄风-2反舰导弹,InstanceOf,舰舰导弹
Kh-35“天王星”反舰导弹,InstanceOf,舰舰导弹
C602反舰导弹（鹰击-62）,InstanceOf,舰舰导弹
Teseo-Mk2“特塞奥”反舰导弹,InstanceOf,舰舰导弹
日本宇宙航空研究开发机构（JAXA),InstanceOf,航天机构
美国国家航空航天局（NASA）,InstanceOf,航天机构
欧洲航天局（ESA）,InstanceOf,航天机构
印度空间研究组织（ISRO）,InstanceOf,航天机构
加拿大航天局（CSA）,InstanceOf,航天机构
俄罗斯联邦航天局（RKA/ROSKOSMOS）,InstanceOf,航天机构
中国国家航天局(CNSA),InstanceOf,航天机构
巴西航天局(AEB),InstanceOf,航天机构
飞马座XL（Pegasus XL）运载火箭,InstanceOf,运载火箭
第聂伯（DneprSS-18/SatanR-36M）运载火箭,InstanceOf,运载火箭
米诺陶运载火箭/人牛怪运载火箭,InstanceOf,运载火箭
阿特拉斯1号-3号,InstanceOf,运载火箭
阿特拉斯5,InstanceOf,运载火箭
阿丽亚娜5号,InstanceOf,运载火箭
长征七号运载火箭,InstanceOf,运载火箭
德尔塔2 ,InstanceOf,运载火箭
阿丽亚娜1号-4号,InstanceOf,运载火箭
猎鹰运载火箭,InstanceOf,运载火箭
德尔塔4(DeltaⅣ)运载火箭,InstanceOf,运载火箭
长征五号运载火箭,InstanceOf,运载火箭
H-Ⅱ运载火箭 ,InstanceOf,运载火箭
宇宙3M运载火箭,InstanceOf,运载火箭
长征运载火箭,InstanceOf,运载火箭
N-1(G-1e/SL-15)运载火箭,InstanceOf,运载火箭
质子号 重型运载火箭,InstanceOf,运载火箭
J-1运载火箭,InstanceOf,运载火箭
N-Ⅰ/N-Ⅱ型运载火箭,InstanceOf,运载火箭
钻石运载火箭,InstanceOf,运载火箭
能源号运载火箭,InstanceOf,运载火箭
对地静止卫星运载火箭,InstanceOf,运载火箭
黑箭（Black Arrow）运载火箭,InstanceOf,运载火箭
M-V运载火箭,InstanceOf,运载火箭
长征一号运载火箭,InstanceOf,运载火箭
